split_index,n_estimators,max_depth,max_features,min_samples_leaf,min_samples_split,Split,R2,MAE,MAPE,MSE,RMSE
1,300,7,log2,10,2,Train,0.8466066182932214,2008.2965267513848,0.14919089378637826,8195653.391191107,2862.8051612345375
1,300,7,log2,10,2,Test,0.8193055154986411,2095.645693048227,0.1579265263186406,9425781.157803142,3070.143507688711
1,300,7,log2,10,5,Train,0.8446989520396815,2009.8469441391176,0.1488826363694708,8297578.071552948,2880.5516956918077
1,300,7,log2,10,5,Test,0.8157101718579226,2097.1028566884365,0.15769650798970622,9613329.34134638,3100.536944038303
1,300,7,log2,10,10,Train,0.8452401830450361,1999.9551583438817,0.14772671210993024,8268660.645813342,2875.5278899383575
1,300,7,log2,10,10,Test,0.8171715158027483,2085.9559273746627,0.1563673269594982,9537099.520285606,3088.2194741121634
1,300,7,log2,15,2,Train,0.8403576861761365,2058.1101754576925,0.15343384124845488,8529527.520093283,2920.535485162487
1,300,7,log2,15,2,Test,0.8144165800082426,2140.637113190124,0.16192968762758309,9680808.510487875,3111.3997670643153
1,300,7,log2,15,5,Train,0.8400765562025374,2048.9690054908206,0.15166239436553794,8544548.010520292,2923.1058842471466
1,300,7,log2,15,5,Test,0.813377479384189,2125.405187698648,0.15978520322900625,9735012.351353815,3120.0981316865364
1,300,7,log2,15,10,Train,0.8434759658792369,2027.51732965997,0.14929317725677074,8362920.986362577,2891.8715369743827
1,300,7,log2,15,10,Test,0.8160026026152961,2114.663981385734,0.1581074245345482,9598074.928183632,3098.076004261941
1,350,3,auto,3,2,Train,0.6862231855977892,3109.3848972585265,0.21952561792193204,16764778.143742945,4094.481425497366
1,350,3,auto,3,2,Test,0.670740021272914,3103.630863698788,0.221326261540415,17175579.60924419,4144.3430853688005
1,350,3,auto,3,5,Train,0.6854830195911079,3112.1502733565967,0.21960666643096236,16804324.465593375,4099.307803226464
1,350,3,auto,3,5,Test,0.6696787407622972,3109.4273128946206,0.22156157298261253,17230940.445894636,4151.016796628825
1,350,3,auto,3,10,Train,0.6848087379981584,3118.6067708408,0.2198895603155235,16840350.649789754,4103.69962957692
1,350,3,auto,3,10,Test,0.669371672527195,3112.9428670051966,0.22158559108964954,17246958.411205385,4152.945751054953
1,350,3,auto,5,2,Train,0.6859159493574897,3106.8465161805975,0.21930075521454678,16781193.465621177,4096.48550169791
1,350,3,auto,5,2,Test,0.6696235087057467,3104.300479087172,0.22120819786009166,17233821.581306025,4151.363821842892
1,350,3,auto,5,5,Train,0.6858249801627048,3111.11405306005,0.21968373185699905,16786053.85778046,4097.078698021367
1,350,3,auto,5,5,Test,0.6697671454429395,3110.228014210661,0.22170729748646467,17226328.887465727,4150.461286106127
1,350,3,auto,5,10,Train,0.6850316631533138,3116.0694135146,0.2197904216606441,16828439.98400025,4102.248162166722
1,350,3,auto,5,10,Test,0.669252841817349,3115.0678487149494,0.22175962960404985,17253157.11875822,4153.691986505285
1,350,3,auto,10,2,Train,0.6854373315840454,3110.7394754166526,0.21957859161842475,16806765.52964615,4099.605533419789
1,350,3,auto,10,2,Test,0.6691960175747513,3107.7771994544037,0.2214672777622654,17256121.309262767,4154.048785132737
1,350,3,auto,10,5,Train,0.6855977455987459,3112.3284578105995,0.21969557502185416,16798194.770927973,4098.560085069874
1,350,3,auto,10,5,Test,0.6694366305652105,3113.0116494335825,0.22178966944597023,17243569.927863102,4152.53776958899
1,350,3,auto,10,10,Train,0.685384180077441,3111.140566665328,0.21961282247257835,16809605.360938106,4099.95187300267
1,350,3,auto,10,10,Test,0.6692455381913507,3107.697179277327,0.22150381499500676,17253538.106481828,4153.737847587619
1,350,3,auto,15,2,Train,0.6835060594924044,3119.9111273073586,0.21979778243901768,16909951.44608567,4112.171135311087
1,350,3,auto,15,2,Test,0.6672793264900918,3115.198765194755,0.22156573353717063,17356103.944377325,4166.065763328434
1,350,3,auto,15,5,Train,0.6847099440433863,3115.2255743921337,0.21961423917105607,16845629.110968772,4104.3427136350065
1,350,3,auto,15,5,Test,0.6687045170158342,3112.1683725277853,0.22146672193292896,17281760.03708601,4157.133632334425
1,350,3,auto,15,10,Train,0.6847004528248835,3115.3775828221956,0.21963567505261497,16846136.217183158,4104.404489957485
1,350,3,auto,15,10,Test,0.6684141038132378,3112.4550291058567,0.2215188084673882,17296909.20614097,4158.9553022533155
1,350,3,sqrt,3,2,Train,0.5829678895314746,3570.48951533677,0.29178880192964174,22281604.28023157,4720.339424260884
1,350,3,sqrt,3,2,Test,0.570402703426296,3541.8232231936777,0.2965854867892909,22409594.375068687,4733.8773088313865
1,350,3,sqrt,3,5,Train,0.5866539815612215,3550.342745372662,0.28880329123335796,22084660.107623227,4699.431892008142
1,350,3,sqrt,3,5,Test,0.5740949184505509,3522.304244868909,0.29359044734047046,22216992.974410444,4713.4905297889845
1,350,3,sqrt,3,10,Train,0.5941960104498796,3513.3666402988647,0.2847963257044903,21681697.124800738,4656.3609315430795
1,350,3,sqrt,3,10,Test,0.5813492341814699,3481.913879797177,0.2890875226286878,21838577.48088864,4673.17638024595
1,350,3,sqrt,5,2,Train,0.5846603711978399,3564.476139755908,0.2901774863185818,22191176.69493333,4710.751181598676
1,350,3,sqrt,5,2,Test,0.5714860312283622,3540.146697951334,0.29528231208888484,22353083.45935026,4727.904764200551
1,350,3,sqrt,5,5,Train,0.5860504920098495,3558.1677768114655,0.2895428444551797,22116903.944568582,4702.861250831092
1,350,3,sqrt,5,5,Test,0.5730539350974526,3531.5519681576966,0.2942576083622625,22271295.026309248,4719.247294464367
1,350,3,sqrt,5,10,Train,0.5930083921737034,3522.8442854955047,0.2855043643126969,21745150.36929071,4663.169562571225
1,350,3,sqrt,5,10,Test,0.5804002235560758,3491.4289690300925,0.289819197162356,21888081.85007887,4678.470033042733
1,350,3,sqrt,10,2,Train,0.5920372705924379,3534.035953407921,0.28669987652086804,21797036.414126534,4668.729636006623
1,350,3,sqrt,10,2,Test,0.5780947622356722,3511.8445965950773,0.29170675591515016,22008344.369069822,4691.305188225322
1,350,3,sqrt,10,5,Train,0.5873863349610544,3554.6527458094647,0.2890204783205891,22045531.205462612,4695.266893954231
1,350,3,sqrt,10,5,Test,0.5743717554323857,3527.783745612149,0.29364640883173904,22202551.99789496,4711.9584036677325
1,350,3,sqrt,10,10,Train,0.585505584892295,3563.1634618222383,0.2896011538395225,22146017.781268567,4705.955565160871
1,350,3,sqrt,10,10,Test,0.5731914209838972,3533.9998403680397,0.2942277645156127,22264123.186607063,4718.487383326044
1,350,3,sqrt,15,2,Train,0.5816761313720713,3579.9400663210263,0.29133604099161203,22350621.613456216,4727.644404294407
1,350,3,sqrt,15,2,Test,0.5701413195954085,3551.0443751613284,0.2961504545330016,22423229.250504605,4735.317228075074
1,350,3,sqrt,15,5,Train,0.603178113705391,3474.22679921668,0.28004155254153795,21201792.423652817,4604.540413945003
1,350,3,sqrt,15,5,Test,0.5903984469706139,3445.9791690205248,0.28443587310426144,21366532.63881033,4622.394686611078
1,350,3,sqrt,15,10,Train,0.5860789558886638,3559.8193008396147,0.2899080333390445,22115383.14828432,4702.699559644898
1,350,3,sqrt,15,10,Test,0.5720578800202665,3536.906068987154,0.29472059355570984,22323253.43115256,4724.7490336686205
1,350,3,log2,3,2,Train,0.5845691521448716,3561.7823518903906,0.2901716939803539,22196050.436762884,4711.268453056235
1,350,3,log2,3,2,Test,0.5716275650313241,3538.4975998010054,0.295378467858534,22345700.46336767,4727.123910303989
1,350,3,log2,3,5,Train,0.5949312026670548,3515.1500116209604,0.2846065601543325,21642416.54749795,4652.141071323821
1,350,3,log2,3,5,Test,0.5825769877667224,3485.642713678986,0.28914995331116855,21774532.71138594,4666.3189680288615
1,350,3,log2,3,10,Train,0.586449655134314,3549.1395151146926,0.28861191549403536,22095577.062155172,4700.593267041424
1,350,3,log2,3,10,Test,0.5725611946061475,3523.324742705051,0.2933823956555688,22296998.43419935,4721.9697621013365
1,350,3,log2,5,2,Train,0.5813494270463534,3578.0401063775435,0.291704071155057,22368077.095467202,4729.490151746508
1,350,3,log2,5,2,Test,0.5678271210082618,3548.827645002984,0.2964567424695321,22543947.541925266,4748.046708060618
1,350,3,log2,5,5,Train,0.5940494584193288,3523.1408600404166,0.28539390729465386,21689527.251712374,4657.201654611101
1,350,3,log2,5,5,Test,0.5806364238805855,3494.397484076425,0.28974995310617857,21875760.65181776,4677.153049860327
1,350,3,log2,5,10,Train,0.5743232174930787,3612.7084276052146,0.295606332214675,22743480.37239992,4769.012515437543
1,350,3,log2,5,10,Test,0.5611936562033335,3587.294429353856,0.3005748829207136,22889976.850688003,4784.347066286893
1,350,3,log2,10,2,Train,0.6047771582673842,3466.097117165775,0.2786439473936523,21116357.08842944,4595.25375669608
1,350,3,log2,10,2,Test,0.5911030816703452,3441.3704298479097,0.28316603250318795,21329775.941481188,4618.417038497194
1,350,3,log2,10,5,Train,0.5868481356369489,3555.121685162428,0.2899767730768557,22074286.651536375,4698.328069807
1,350,3,log2,10,5,Test,0.5740592362911403,3525.017164993244,0.2945418026444622,22218854.305301484,4713.687972840532
1,350,3,log2,10,10,Train,0.587533359955155,3544.86880969485,0.2885327840908182,22037675.808586404,4694.430296488212
1,350,3,log2,10,10,Test,0.5745281054540559,3513.7431594451937,0.29303808121541025,22194396.125886213,4711.092880201601
1,350,3,log2,15,2,Train,0.5877144155811092,3545.7441908095934,0.288951113583435,22028002.18943586,4693.399853990267
1,350,3,log2,15,2,Test,0.5735037451213485,3526.8889115184897,0.294337138098168,22247831.051415224,4716.7606523349505
1,350,3,log2,15,5,Train,0.5947254886746169,3519.3217157811873,0.28464926412740915,21653407.63825414,4653.322215176394
1,350,3,log2,15,5,Test,0.5798487828085718,3499.8914804258184,0.2898101229927729,21916847.309200726,4681.543261489818
1,350,3,log2,15,10,Train,0.5809874119228702,3581.8100045205274,0.29282640956279915,22387419.19772367,4731.534549987316
1,350,3,log2,15,10,Test,0.5683784787994511,3554.101975445218,0.29764137058488194,22515186.410152253,4745.017008415486
1,350,5,auto,3,2,Train,0.8423580722377881,2004.7034337272705,0.1388417250174936,8422648.914070986,2902.1800278533697
1,350,5,auto,3,2,Test,0.8364988371544775,1962.1972526843663,0.13721995961432712,8528905.485306276,2920.4289899441615
1,350,5,auto,3,5,Train,0.842624360551769,2008.1487257950046,0.1390639622524818,8408421.398520907,2899.72781455793
1,350,5,auto,3,5,Test,0.8359304646285473,1971.8220409338464,0.13773824864878256,8558554.176910285,2925.500671151912
1,350,5,auto,3,10,Train,0.8424195050718413,2013.4453705230944,0.13956433300951646,8419366.619821155,2901.614485044689
1,350,5,auto,3,10,Test,0.8354291489351342,1978.7919735841645,0.13829019047933608,8584704.90325992,2929.9667068517892
1,350,5,auto,5,2,Train,0.8413771253527133,2014.5494715505074,0.13931066281111598,8475059.91496156,2911.195616059072
1,350,5,auto,5,2,Test,0.8339798450659249,1984.600339037338,0.13820978585347415,8660306.663546195,2942.839897708707
1,350,5,auto,5,5,Train,0.8416031887379817,2019.42602231551,0.1398265253930486,8462981.576708082,2909.1204128925433
1,350,5,auto,5,5,Test,0.8341253339308006,1990.577705815865,0.13882116787663457,8652717.354968242,2941.5501618990356
1,350,5,auto,5,10,Train,0.842562085250196,2009.6449448712294,0.13922200156600228,8411748.704959067,2900.30148518375
1,350,5,auto,5,10,Test,0.8358328745730255,1976.3547106576104,0.1380852408763073,8563644.882966222,2926.370599046919
1,350,5,auto,10,2,Train,0.8405808241488253,2017.3514358389482,0.13942204315245832,8517605.483678004,2918.493701154416
1,350,5,auto,10,2,Test,0.8343883444899528,1982.5426313181442,0.13806733573128505,8638997.622572418,2939.2171785311166
1,350,5,auto,10,5,Train,0.8407044916042363,2013.563249559668,0.13899157576122742,8510998.056492805,2917.3614888273282
1,350,5,auto,10,5,Test,0.8348539558366844,1977.1924222609052,0.13770682584672853,8614709.384494793,2935.0825174932975
1,350,5,auto,10,10,Train,0.8405669350116913,2018.4808447038256,0.13959745275815852,8518347.566241063,2918.6208329005435
1,350,5,auto,10,10,Test,0.8347576241418839,1980.8748613476366,0.1382203654478846,8619734.449184814,2935.9384273490505
1,350,5,auto,15,2,Train,0.8390063332893994,2026.4266013659417,0.13997129249379456,8601728.939383022,2932.870426626963
1,350,5,auto,15,2,Test,0.8329019989445277,1989.7056407338941,0.13851686706698463,8716531.631840685,2952.3772848063786
1,350,5,auto,15,5,Train,0.8402437047596368,2019.4829234294912,0.13970210521980475,8535617.432006521,2921.577901067593
1,350,5,auto,15,5,Test,0.8342481853386479,1982.782311227413,0.13822103170036446,8646308.9109668,2940.4606630538015
1,350,5,auto,15,10,Train,0.840307094768691,2011.3539317399545,0.13902865369782194,8532230.567873972,2920.998214288049
1,350,5,auto,15,10,Test,0.8344694963145592,1971.7135678937448,0.13739575520709707,8634764.403493218,2938.496963328909
1,350,5,sqrt,3,2,Train,0.7454982905984424,2693.6707546710504,0.20703685741964115,13597769.176951619,3687.515312097242
1,350,5,sqrt,3,2,Test,0.7250228192233716,2707.3368248852257,0.21233298137079135,14343961.502436895,3787.342274265279
1,350,5,sqrt,3,5,Train,0.7401100704340697,2725.4443981159056,0.20928380094744492,13885656.33591028,3726.346244769839
1,350,5,sqrt,3,5,Test,0.7211164973533715,2734.9978695889968,0.2145368440573964,14547731.61296445,3814.148871368873
1,350,5,sqrt,3,10,Train,0.741393277052369,2724.9421665156515,0.2099875046018717,13817095.902886078,3717.1354431720774
1,350,5,sqrt,3,10,Test,0.7219710522167313,2735.3714495150225,0.21532838859551562,14503154.451953731,3808.3007302409474
1,350,5,sqrt,5,2,Train,0.7452084438718414,2700.596923718286,0.20745033320190062,13613255.394683843,3689.614531991634
1,350,5,sqrt,5,2,Test,0.7246481777731721,2721.4074506808856,0.21332564839776202,14363504.369680285,3789.9214199875287
1,350,5,sqrt,5,5,Train,0.7475518226531574,2693.903487318571,0.20681145905972337,13488051.034220295,3672.608205923999
1,350,5,sqrt,5,5,Test,0.7278645671542661,2705.6516147249877,0.21223397418063178,14195724.027584422,3767.721330935241
1,350,5,sqrt,5,10,Train,0.7490154725587761,2681.9651624702474,0.2046073664143494,13409849.69868008,3661.9461627227784
1,350,5,sqrt,5,10,Test,0.7287288592427943,2698.245554009041,0.20990840593555124,14150638.932124155,3761.733500943967
1,350,5,sqrt,10,2,Train,0.740081481250334,2725.191936041084,0.2099464102025903,13887183.82710988,3726.551197435758
1,350,5,sqrt,10,2,Test,0.7193099671231398,2741.8141400646086,0.21554286419230084,14641967.796498828,3826.482431228298
1,350,5,sqrt,10,5,Train,0.7525173209383574,2656.559986430307,0.20240805263423053,13222749.478134615,3636.309871027855
1,350,5,sqrt,10,5,Test,0.733085123502652,2672.066109114797,0.20792430751650517,13923397.94193959,3731.4069654675286
1,350,5,sqrt,10,10,Train,0.7358651584100269,2743.202381221874,0.2117100983793966,14112457.696164902,3756.6551207377156
1,350,5,sqrt,10,10,Test,0.7169586219470774,2753.39828482071,0.21712655705403927,14764623.809587337,3842.4762601202024
1,350,5,sqrt,15,2,Train,0.7361249520506208,2740.3022120292553,0.21218669328159803,14098577.18445148,3754.807210024435
1,350,5,sqrt,15,2,Test,0.7173377582300364,2751.569971073243,0.21775334540123617,14744846.47304042,3839.9018832569695
1,350,5,sqrt,15,5,Train,0.7396541086545018,2722.719472613138,0.21057174217737132,13910017.91307475,3729.613641260278
1,350,5,sqrt,15,5,Test,0.7201874680899008,2736.561721075916,0.21604143267113374,14596193.670624016,3820.496521477806
1,350,5,sqrt,15,10,Train,0.7410662545233285,2721.1455103287094,0.20804938254091565,13834568.386179062,3719.4849624886324
1,350,5,sqrt,15,10,Test,0.7216454943051838,2738.1524647735805,0.2137609964470211,14520136.916232632,3810.529742205489
1,350,5,log2,3,2,Train,0.7443998228114783,2700.7898446052836,0.20681013370986487,13656459.200883396,3695.464679966972
1,350,5,log2,3,2,Test,0.7247421698513437,2710.166659468589,0.21199601097913054,14358601.349193202,3789.2745148897834
1,350,5,log2,3,5,Train,0.7508598519026198,2666.07396809805,0.20397103480647943,13311306.373956261,3648.4663043471105
1,350,5,log2,3,5,Test,0.7306006800755751,2680.7219637507305,0.20936036023153257,14052996.917288465,3748.7327081679837
1,350,5,log2,3,10,Train,0.7396146019067751,2725.389207557317,0.20938021304090845,13912128.718686955,3729.896609651125
1,350,5,log2,3,10,Test,0.7208809115157822,2735.5552083908665,0.21479870642865034,14560020.757013991,3815.759525574691
1,350,5,log2,5,2,Train,0.7523365516510164,2661.296412890257,0.2029236976682712,13232407.798502386,3637.63766729211
1,350,5,log2,5,2,Test,0.731281225665155,2677.9313387836946,0.20807397507555878,14017496.808843043,3743.9947661345686
1,350,5,log2,5,5,Train,0.7444893018053937,2700.2423926049064,0.2086703175779537,13651678.428650826,3694.817780168709
1,350,5,log2,5,5,Test,0.7243585706553469,2713.5520565771444,0.21391919971191245,14378611.489977261,3791.913961309943
1,350,5,log2,5,10,Train,0.7438276345013608,2704.7668717176857,0.2066956355089927,13687030.644136265,3699.5987139332105
1,350,5,log2,5,10,Test,0.7217971441685012,2721.48898054185,0.21225161740301532,14512226.224170363,3809.49159654807
1,350,5,log2,10,2,Train,0.744242990948665,2703.496145693694,0.20826784567954676,13664838.568845762,3696.5982428234965
1,350,5,log2,10,2,Test,0.7241030393069412,2724.521689076746,0.21427352966028632,14391941.075413568,3793.671187044756
1,350,5,log2,10,5,Train,0.7407481860536316,2716.515126826703,0.2101711128401093,13851562.463128785,3721.7687277863984
1,350,5,log2,10,5,Test,0.7202711335891172,2736.0544276185265,0.2160823473365456,14591829.327748531,3819.9253039488262
1,350,5,log2,10,10,Train,0.7431781295717965,2699.2018040795538,0.20760145545400516,13721733.03624308,3704.2857660071368
1,350,5,log2,10,10,Test,0.7238369344520927,2711.1057447501194,0.21281353069398157,14405822.219233498,3795.500259416866
1,350,5,log2,15,2,Train,0.7448403455257787,2700.414189307571,0.207317266705864,13632922.517376056,3692.2787702685796
1,350,5,log2,15,2,Test,0.7252910836610272,2717.7973372133283,0.2131985154637602,14329967.705732249,3785.49438062352
1,350,5,log2,15,5,Train,0.741427447225629,2718.024368114,0.20880082795140686,13815270.22505539,3716.8898591504417
1,350,5,log2,15,5,Test,0.7224462778627563,2731.1285516757503,0.2142874915584034,14478364.69175508,3805.04463728812
1,350,5,log2,15,10,Train,0.739585849141878,2729.6677574032815,0.21114469145446416,13913664.949862726,3730.1025387866653
1,350,5,log2,15,10,Test,0.7195653485918332,2746.032045765646,0.21671078497761873,14628646.029416088,3824.741302286481
1,350,7,auto,3,2,Train,0.9145056908668896,1343.0023249960511,0.09223852027232027,4567874.550896306,2137.2586532510063
1,350,7,auto,3,2,Test,0.8835617000423497,1454.3449006768724,0.10031327959236887,6073909.432355678,2464.530266066067
1,350,7,auto,3,5,Train,0.9143593220678666,1342.9994863794043,0.09223080622612255,4575694.887932553,2139.0873960482663
1,350,7,auto,3,5,Test,0.8838040862138257,1452.7444241543376,0.10028193885441798,6061265.554407136,2461.963759767218
1,350,7,auto,3,10,Train,0.913712607596204,1345.5230970085133,0.09223721745054972,4610248.1886932505,2147.148851079787
1,350,7,auto,3,10,Test,0.8831268825371033,1457.5478605042515,0.10030013352712075,6096591.334680171,2469.1276464938323
1,350,7,auto,5,2,Train,0.9119682070166675,1350.0390696110653,0.09249335657990856,4703449.749061757,2168.7438182186843
1,350,7,auto,5,2,Test,0.8836101535094194,1456.1932807260375,0.10032013518724005,6071381.896563999,2464.0174302476025
1,350,7,auto,5,5,Train,0.9109803378572817,1358.1819600624103,0.09288862567688959,4756230.600074284,2180.87840102888
1,350,7,auto,5,5,Test,0.8826846555302443,1464.2293510453048,0.100770325052898,6119659.7476437725,2473.7946049831567
1,350,7,auto,5,10,Train,0.9115263799531624,1354.5664628861405,0.09273495808826947,4727056.122629146,2174.1794136246313
1,350,7,auto,5,10,Test,0.8825767665800863,1464.0579108960642,0.10069311124105308,6125287.687181281,2474.9318550580906
1,350,7,auto,10,2,Train,0.9065397951500175,1379.707550706957,0.09394759956270189,4993484.310062156,2234.610549975578
1,350,7,auto,10,2,Test,0.8824423786477524,1469.656135382356,0.10094744869242567,6132297.924621148,2476.3476986524224
1,350,7,auto,10,5,Train,0.9070666908086655,1376.0905960565224,0.09369882302348106,4965332.807412211,2228.3026741024682
1,350,7,auto,10,5,Test,0.882668452004258,1470.8009703408597,0.10095471318471369,6120504.991428348,2473.965438608298
1,350,7,auto,10,10,Train,0.9062533770252956,1383.5029219071682,0.09403971787639148,5008787.341060343,2238.0320241364607
1,350,7,auto,10,10,Test,0.8821986454146304,1477.447972279755,0.10132195832196075,6145012.070947374,2478.9134859747273
1,350,7,auto,15,2,Train,0.9026673704147438,1408.933003587845,0.09551607751199163,5200384.050850493,2280.435057363067
1,350,7,auto,15,2,Test,0.87968412943023,1499.1325920210836,0.10262188225068916,6276179.756846373,2505.230479785517
1,350,7,auto,15,5,Train,0.9030337070109935,1408.145552501783,0.09540653067951849,5180811.056670658,2276.139507295337
1,350,7,auto,15,5,Test,0.8803073751765573,1497.3202332535866,0.1023651565174792,6243668.648227736,2498.733408794891
1,350,7,auto,15,10,Train,0.9029146530883548,1408.3225708698712,0.09551676737363808,5187171.98746149,2277.5363855406326
1,350,7,auto,15,10,Test,0.8798428228057733,1497.9908241131498,0.10256130315240777,6267901.645684367,2503.5777690505975
1,350,7,sqrt,3,2,Train,0.856109230223328,1944.7972639389995,0.14367967716597982,7687938.437497572,2772.7131906307172
1,350,7,sqrt,3,2,Test,0.8245540113645173,2043.9264950447368,0.15255735509007723,9151997.629900208,3025.2268724676183
1,350,7,sqrt,3,5,Train,0.8552556341690454,1948.8592701832993,0.14492705447652665,7733545.212178124,2780.9252439032093
1,350,7,sqrt,3,5,Test,0.8233582660790033,2048.1555293665087,0.1537543201149935,9214372.71242048,3035.518524473287
1,350,7,sqrt,3,10,Train,0.8498722209895587,1977.8792723457755,0.14781782761235246,8021175.538791446,2832.1679926853644
1,350,7,sqrt,3,10,Test,0.8196733798383524,2070.9856712105006,0.1569239540203179,9406591.813029021,3067.016761126196
1,350,7,sqrt,5,2,Train,0.8523169117032752,1965.2488199165814,0.14566358121809148,7890558.184148443,2809.0137386898705
1,350,7,sqrt,5,2,Test,0.8228468036855643,2053.8011848019755,0.15414934569684632,9241052.733143335,3039.909987671236
1,350,7,sqrt,5,5,Train,0.8455776427045476,2014.8946924940694,0.1495462821763841,8250630.517185286,2872.39108012563
1,350,7,sqrt,5,5,Test,0.8162392247366048,2098.2531851582366,0.1577913347644759,9585731.727234771,3096.083288161798
1,350,7,sqrt,5,10,Train,0.8484332892632763,1996.6684657774342,0.1481892523880394,8098056.206985736,2845.708384038276
1,350,7,sqrt,5,10,Test,0.8188952299141843,2088.967350129136,0.156919996711944,9447183.372386301,3073.6270711305074
1,350,7,sqrt,10,2,Train,0.8447590206137022,2017.6796017170077,0.14934608340615457,8294368.668338156,2879.9945604702375
1,350,7,sqrt,10,2,Test,0.8170177017071272,2100.823052068813,0.15770764852423205,9545123.107769813,3089.5182646765197
1,350,7,sqrt,10,5,Train,0.8459582832885988,1999.316112137815,0.14790753891822395,8230293.27539041,2868.848771788156
1,350,7,sqrt,10,5,Test,0.8184550154364094,2084.5709481692543,0.15648670698117892,9470146.803403316,3077.3603629414797
1,350,7,sqrt,10,10,Train,0.8452719190473064,2007.394526179727,0.14859004694000405,8266965.023279075,2875.2330380821436
1,350,7,sqrt,10,10,Test,0.8185744581416841,2088.9939984476287,0.15689550424218027,9463916.171605553,3076.3478625808157
1,350,7,sqrt,15,2,Train,0.8431458114708308,2018.2118309241805,0.15018782908071548,8380560.802805526,2894.919826662826
1,350,7,sqrt,15,2,Test,0.815339587727046,2108.7527069411094,0.15945693090300364,9632660.561819639,3103.652777264177
1,350,7,sqrt,15,5,Train,0.8349991804640645,2085.7830743038585,0.15669106676819142,8815827.065889912,2969.1458478643167
1,350,7,sqrt,15,5,Test,0.8103471566689299,2165.2806951352204,0.1654792285804865,9893086.67681192,3145.32775348006
1,350,7,sqrt,15,10,Train,0.8390620275624516,2050.3101821563255,0.1527219584927111,8598753.250649055,2932.3630830183793
1,350,7,sqrt,15,10,Test,0.8111996551757197,2134.089950682317,0.1613817657434857,9848616.783973027,3138.2505929216404
1,350,7,log2,3,2,Train,0.8491839964489417,1992.6965163504974,0.14721526019485343,8057946.680593317,2838.6522648245095
1,350,7,log2,3,2,Test,0.8182079636155078,2083.120643860296,0.15557384577360242,9483034.061168164,3079.4535328801708
1,350,7,log2,3,5,Train,0.8505379369373263,1982.5638504965002,0.14689672657568942,7985607.008362142,2825.881633820168
1,350,7,log2,3,5,Test,0.8191221136821967,2078.412528488157,0.15573551785944825,9435348.164734868,3071.7011841542903
1,350,7,log2,3,10,Train,0.8518526280328873,1969.3855804456325,0.14530700138296845,7915364.3915307345,2813.425739473273
1,350,7,log2,3,10,Test,0.8209174724726669,2063.1733172502195,0.15417491390815663,9341694.730290476,3056.4186117563277
1,350,7,log2,5,2,Train,0.8507539301406561,1968.4693305039107,0.14602035755949475,7974066.7097544195,2823.8390020952716
1,350,7,log2,5,2,Test,0.8210415639063975,2061.8975647971374,0.15476251992839227,9335221.601345062,3055.359488070931
1,350,7,log2,5,5,Train,0.8494978452623683,1979.7465308408493,0.1473819096390067,8041178.055614457,2835.6971022333214
1,350,7,log2,5,5,Test,0.8194716184544943,2074.065009338687,0.15643923208500204,9417116.531896837,3068.73207235445
1,350,7,log2,5,10,Train,0.8461166721446054,2006.5701711128102,0.1485259831650064,8221830.718854965,2867.3734878552123
1,350,7,log2,5,10,Test,0.8155556975022804,2099.666574659043,0.15719261588962657,9621387.370758813,3101.8361289337663
1,350,7,log2,10,2,Train,0.8439096944024683,2022.1563136091368,0.15133841681097604,8339747.309618994,2887.8620655458935
1,350,7,log2,10,2,Test,0.8152425629524165,2105.816158315623,0.15964022599694497,9637721.78045654,3104.468035019291
1,350,7,log2,10,5,Train,0.8429749781789739,2020.335197885424,0.15060848880116998,8389688.252974207,2896.495857579328
1,350,7,log2,10,5,Test,0.814990039615917,2106.2063685795365,0.15958386352847753,9650894.455392638,3106.5888777552523
1,350,7,log2,10,10,Train,0.8466277612126911,2006.827649015114,0.14906032914083836,8194523.746367293,2862.6078575954643
1,350,7,log2,10,10,Test,0.81902604728504,2092.2208016005156,0.1576997994213585,9440359.390388576,3072.5167843949325
1,350,7,log2,15,2,Train,0.8371119520676372,2067.9160009862712,0.152765043745354,8702943.813920585,2950.0752217393688
1,350,7,log2,15,2,Test,0.8097570347269384,2149.880676990573,0.16145982446727722,9923869.909056002,3150.217438377231
1,350,7,log2,15,5,Train,0.8387327469427751,2051.585479955873,0.15236616570035894,8616346.381443081,2935.3613715253327
1,350,7,log2,15,5,Test,0.8112678269088456,2132.7120418405766,0.1608903707286816,9845060.6608331,3137.683964460586
1,350,7,log2,15,10,Train,0.8427438576933197,2031.1853587891364,0.15084311968775044,8402036.786991447,2898.6267070789654
1,350,7,log2,15,10,Test,0.8156341587033141,2115.2040153396388,0.15968150725851984,9617294.505874956,3101.176310027367
1,400,3,auto,3,2,Train,0.6864695553888108,3108.0771251146152,0.21943952951818368,16751614.85474829,4092.873667088723
1,400,3,auto,3,2,Test,0.6708529271080503,3102.766590678067,0.22124904102825435,17169689.967972793,4143.632460531797
1,400,3,auto,3,5,Train,0.6853384543023985,3112.179253972471,0.21962786298133957,16812048.442895893,4100.249802499342
1,400,3,auto,3,5,Test,0.6698662868236489,3107.8208241137295,0.22145777973516878,17221157.257790204,4149.838220676826
1,400,3,auto,3,10,Train,0.6854614881425436,3113.2853929037956,0.21966883714044363,16805474.869134128,4099.448117629266
1,400,3,auto,3,10,Test,0.6694745262898516,3113.2247753828087,0.22175267768517323,17241593.128138036,4152.29973967897
